claim,label
"NO,  GUATEMALA NO CUENTA CON 10MIL PRUEBAS POR EL CORONAVIRUS. TIENE 622.",fake
Es falso que Bill Gates usa la COVID-19 para implementar el chip ID2020 y vigilar al mundo,fake
Usar cubrebocas no te hará producir más cortisol de lo habitual,fake
"El coronavirus no se cura con jengibre,  miel,  ajo y cebolla",fake
NO TE VAYAS CON LA FINTA: NO ES POSIBLE HACER UN RESPIRADOR MECÁNICO CASERO PARA TRATAR COVID-19,fake
Dolo en una foto sobre el Covid-19 en Santa Cruz,fake
Todavía no existe una vacuna capaz de curar el COVID-19 en tres horas,fake
TODO LO QUE DEBES SABER SOBRE LA PAPAYA QUE DIO POSITIVO A COVID-19TODO LO QUE DEBES SABER SOBRE LA PAPAYA QUE DIO POSITIVO A COVID-19,fake
"No,  no se va habilitar una carpa al lado del hospital de Calahorra para tests rápidos de coronavirus",fake
"No,  no se han paralizado 5.000 kilos de mascarillas en Zaragoza porque aduanas cierra a las 15h",fake
"No,  no hay hospitales en España inyectando MMS o clorito de sodio a los pacientes y este producto no es eficaz contra el coronavirus",fake
"No,  Bill Gates no dice que 770.000 muertes por la vacuna de Covid-19 sea un buen resultado",fake
"No,  el coronavirus del que habla este artículo de Clarín de 2003 no es el que causa la COVID-19",fake
"No,  esto no es un informe europeo que culpa a Pedro Sánchez,  Pablo Iglesias y al Gobierno de las muertes por coronavirus: lo ha hecho una cuenta de Twitter",fake
Detector a cadena engañosa sobre tratamiento para el Covid-19,fake
"No,  Sanytol no está ofreciendo por correo electrónico muestras gratis de toallitas desinfectantes: es phishing",fake
"No,  no hay evidencias de que el vapor de eucalipto acabe con el coronavirus",fake
"Un texto que asegura que ""cada 100 años"" aparece una nueva pandemia",fake
La prueba del vinagre es efectiva para detectar casos positivos de COVID-19,fake
Una diputada italiana acusó a Bill Gates de muertes por vacunas,fake
"El audio sin pruebas sobre el ""estado de excepción"" a partir de esta semana, a fecha del 24/03/2020",fake
Video difundido en redes no es de ‘primer muerto por Covid-19 en Ibagué’,fake
Es falso que Pedro Duque haya sido ingresado en un hospital de Dénia,fake
Falso: no falleció el cónsul boliviano en Italia,fake
Área de Salud de Santa Cruz desmiente que todas las pruebas de Covid-19 se hagan a domicilio,fake
Tres mentiras del documental «Plandemic»,fake
"Cuatrecasas no está preparando una demanda contra Pablo Iglesias,  Salvador Illa y Fernando Simón por homicidio",fake
No hay relación entre el 5G y la propagación del COVID-19,fake
"Plantas como el matico tienen altos beneficios,  pero no curan del coronavirus",fake
"Uniformados obligan a patadas a realizar cuarentena,  ¿ocurrió en Punata?",fake
"Periódico suizo no dijo que AMLO es ""peor ejemplo"" por COVID-19; manipularon la traducción",fake
Vox no va a donar el dinero que reciben por representación en las instituciones a la sanidad pública,fake
Notivisión no difundió noticia de un tercer caso de Covid-19 en Nor Lípez,fake
"La Junta de Andalucía anunció el 12 de marzo que suspende las clases presenciales,  pero antes circuló un bulo sobre el cierre de colegios en Málaga*",fake
¿PUEDE EL IBUPROFENO EMPEORAR A PERSONAS CON COVID-19?,fake
NINGÚN CRUCERO CON ENFERMOS DE COVID-19 DESEMBARCARÁ EN CUBA,fake
No hay vacunación a domicilio contra el coronavirus en Cuba,fake
Alberto Fernández: “La OMS recomienda que uno tome muchas bebidas calientes porque el calor mata al virus”,fake
No han bautizado a un niño como 'Yair Coronavirus Mosquera',fake
"Detector: No,  aún no se sabe si Jair Bolsonaro tiene coronavirus",fake
"""Hay 100 casos de niños con coronavirus [en el Hospital del Niño de Breña]""",fake
Coronavirus: Sala de emergencias de Hospital de Liberia funciona con normalidad,fake
Certificación de Inciensa que circula en redes habla de cantidad de pruebas y no de casos positivos de COVID-19,fake
Detector: Ni el primer ministro de Italia dijo que perdió la batalla contra el Covid-19 ni es la persona que aparece en ésta foto,fake
No hay un casos sospechoso de Covid-19 en Colcapirhua,fake
ES FALSO QUE A LOS FAMILIARES DE PERSONAS CON COVID-19 “SOLO LES AVISARÁN QUE MURIÓ”,fake
ES IMPRECISO DECIR QUE LA BANCADA SEMILLA VOTÓ EN CONTRA DE LA LEY DE EMERGENCIA POR LA COVID-19,fake
¡BULO! // J. RODAS NO SOLICITÓ QUE LAS PRUEBAS DE COVID-19 SEAN PAGADAS POR LA CIUDADANÍA,fake
¡BULO! // “PLAN REACTIVACIÓN ECONÓMICA DE GUATEMALA”,fake
MINISTERIO DE SALUD ASEGURA QUE NO HAY COLONIAS CON CORDÓN SANITARIO EN CIUDAD DE GUATEMALA,fake
¡BULO! // CACIF NIEGA HABER CONVOCADO PARA CARAVANA EN EL OBELISCO,fake
"NO,  NO CERRARÁN LOS HOSPITALES TEMPORALES",fake
"VERDADERO // GIAMMATTEI SÍ FUE AL HOSPITAL,  PERO A UN CHEQUEO",fake
QUÉ SABEMOS DEL VIDEO DE UN ENTIERRO SIN CADÁVER EN SOLOLÁ,fake
"La pérdida de olfato y gusto,  ¿son síntomas del Covid-19?",fake
"Video de una persona con problemas respiratorios no es de Bolivia,  sino de Colombia",fake
"Circula video de campaña,  bono y COVID-19",fake
FALSO que en NL se haya instruido Ley Seca por COVID-19,fake
Detector: No hay estudio que certifique que el coronavirus dura cuatro minutos en el calor,fake
"Hola Mónica...': el audio viral de una supuesta sanitaria que habla de 'pacientes jóvenes,  sin patología,  que 'van a morir' por coronavirus en la Fundación Jiménez Díaz",fake
"No,  el diario brasileño Folha de S. Paulo no ha anunciado el positivo en coronavirus del presidente Jair Bolsonaro: es una cuenta fake de Twitter que ya ha borrado",fake
Es FALSO que no hay que salir «ni por el pan»,fake
“El número de nuevos contagiados [de Covid-19] está reduciéndose desde el día 19 [de marzo]”,fake
"No,  el Ejército no ha sacado “un tanque” por la calles de Tudela para combatir el COVID-19",fake
El Mundo no ha publicado que Andalucía haya “puesto sobre la mesa” repetir el curso escolar,fake
"No,  'El País' no ha publicado que Juan Carlos I ha dado positivo en la prueba de coronavirus: es un tuit falso",fake
Circula falso tuit de la presidenta sobre coronavirus,fake
Falso: no hay muertos confirmados por coronavirus,fake
Coronavirus: La Red Uno no publicó esta información sobre asambleísta del MAS,fake
"Esta política española no hizo declaraciones sobre Messi,  ni Ronaldo,  ni la cura del coronavirus",fake
La mujer fue detenida por discutir con empleados y el video muestra dos incidentes diferentes,fake
La imagen es del entierro de una legisladora iraní contagiada con el coronavirus,fake
No dejan sin respiradores a los ingresados con coronavirus mayores de 65 años,fake
"Detector: No,  un estudio no reveló que el humo del cigarrillo puede transportar el nuevo coronavirus",fake
"""Agente 1224"" y otros productos milagro contra el coronavirus: no piques, no hay evidencias de que ningún aceite esencial cure el COVID-19",fake
El bulo de la disolución de las Cortes por los positivos en coronavirus del Presidente y los tres vicepresidentes del Gobierno: no está prevista en la Constitución y sólo Carmen Calvo ha dado positivo,fake
"¿El coronavirus se adhiere a cremas,  maquillaje y esmaltes?",fake
Es FALSO que China se preparó para la contención y dejó que la población se contagie,fake
Es FALSO que no se están estudiando los contactos de los casos positivos de coronavirus,fake
Gobierno no ha aprobado despidos colectivos por Coronavirus,fake
¿Venezuela es el único país que tomó medidas adelantadas contra el COVID-19?,fake
"¿En África no hay coronavirus? Eso es falso,  sí hay casos en ese continente",fake
FALSO | Propagandista del régimen miente al decir que el Covid-19 sólo contagia a “blancos y ricos”.,fake
La Universitat de Barcelona no aprobará a sus alumnos si las clases se suspenden durante más de un mes,fake
Cuidado con la campaña falsa de “contribución alimentaria” que usa el logo de la ONU: es un fraude,fake
Falso: El dióxido de cloro aún no está autorizado para combatir el coronavirus,fake
"No,  esta imagen de la intro de Futurama en la que prohíbe viajar en el tiempo a 2020 no es real,  es un montaje",fake
"No,  Pedro Sánchez no ha recomendado a los españoles invertir en Bitcoin Era para generar ingresos mientras dure la pandemia del coronavirus: es un timo",fake
"No,  el Comité Científico no es el mismo que el Comité Técnico para la Desescalada que decidió el paso de fases: el Comité Científico se creó el 21 de marzo y se reunía semanalmente",fake
Cuidado con este vídeo difundido como si estuvieran haciendo pasar un maniquí por un paciente con coronavirus: es una simulación realizada en un tren medicalizado en Atocha (Madrid),fake
Tradujeron mal frase de Tedros sobre solución a la pandemia de COVID-19,fake
"No,  esta foto no es de 500 pateras en Argelia a punto de zarpar rumbo a España con personas infectadas de COVID-19: es Mauritania en 2019 y son barcos de pesca",fake
"No,  esta foto no es de la manifestación de Berlín contra las medidas de Alemania para frenar el coronavirus: es del festival 'Love Parade' de Berlín de 2003",fake
"Cuidado con el vídeo que dice que la carpa del Hospital Arnau de Vilanova de Lleida es una ""mentira"": funciona como una sala de espera para pacientes con síntomas de COVID-19, no como un hospital de campaña",fake
Ministro de Gobierno da una cifra falsa sobre fallecidos en El Alto,fake
"Las recaídas del COVID-19 no se dan por consumir azúcar,  tomar agua fría o bañarse por la noche",fake
"No,  este vídeo no muestra a un supuesto fallecido por COVID-19 levantando el brazo en Bolivia: lo que se ve en las imágenes es un simulacro",fake
La Policía no puede allanar espacios privados en Medellín por incumplimiento de Ley Seca,fake
"La imagen muestra un vehículo futurista,  no una predicción de cómo sería el 2022",fake
"No,  la Policía de Berlín no ha tuiteado que asistieron 3, 5 millones de personas a la manifestación contra las medidas de Alemania para combatir el coronavirus",fake
"País Vasco anunció el 12 de marzo la suspensión de clases,  pero días antes se viralizó una captura falsa de El Correo cuando sólo se habían suspendido en Vitoria y Labastida*",fake
Kicillof: “En este momento [hay] cuarentena estricta en Barcelona”,fake
"Después de tomar ivermectina hay ciertas restricciones,  pero no como advierten en las redes",fake
"Detector: No,  Min.Salud no ha enviado ningún correo informando sobre el coronavirus",fake
Falso que personal de Salud realice pruebas de Covid-19 a domicilio,fake
¿Evo con coronavirus?,fake
En China no dieron por finalizada la epidemia del coronavirus,fake
Es falso que un buen aseo bucal destruya el coronavirus o evite su contagio,fake
"No,  no hay un plan diseñado para el COVID-19 desde 2017 en documentos del Banco Mundial",fake
"No,  esta foto de Pedro Sánchez supuestamente sonriendo durante sus vacaciones en Lanzarote no es actual: fue tomada en 2018",fake
"No,  este vídeo no es de una manifestación contra el confinamiento en Aranda de Duero (Burgos): fue grabado en Barcelona",fake
"Según expertos,  el “remedio” con saúco,  jengibre,  pimienta y miel que difundió el presidente de Venezuela no cura el COVID-19",fake
Las afirmaciones falsas del decano del Colegio de Biólogos de Euskadi sobre la COVID-19,fake
"Ni el matarratón contiene ivermectina,  ni la ivermectina se recomienda para prevenir el COVID-19",fake
María Fernanda Cabal no trinó que 'vacuna rusa contiene nanobots',fake
"No,  el video de una guardia colapsada no es de un hospital de José C. Paz sino de Guatemala",fake
"Detector: No,  la OMS no felicitó a Duque por el manejo de la pandemia",fake
"No,  las fotos virales de médicos compungidos y llorando por los casos de coronavirus no son de la Argentina,  sino de España,  Italia,  Estados Unidos e Irán",fake
Es falso el decreto que prohíbe la venta y el consumo de yerba mate por el coronavirus,fake
No se ha anunciado que Venezuela será el ‘primer país occidental en recibir la vacuna rusa contra el COVID-19’,fake
Cuentas alegres: la repartición mal hecha de 117 billones de pesos para la pandemia que hacen en redes,fake
"No,  las combis y los micros de un video viral no son de personas que comían un asado en Olivos: son de una protesta del sector turístico",fake
Delcy Rodríguez: “Venezuela tiene la cifra más alta en América Latina de pruebas COVID-19 por millón de habitantes”,fake
"No,  en Ibagué no hay 11 contagiados de COVID-19 por cada 100 habitantes",fake
No hay pruebas de que vacuna de ARN ‘sobreescriba’ el ADN ni de que su aplicación cause alteraciones en la especie humana,fake
El virus está exagerado,fake
"Son falsas las afirmaciones de la inmunóloga Roxana Bruno,  integrante de la agrupación “Epidemiólogos Argentinos”",fake
"Los estetoscopios no envían ondas ‘con chip 5G’,  ni ‘detienen corazones’",fake
Detector: el covid no se contagia al respirar aire de la calle por cinco segundos,fake
Es falso que se robaron 50 respiradores de la donación de EEUU,fake
Aún no se puede afirmar que vacuna del COVID costaría 8.500 pesos,fake
"Detector: otra vez,  la moringa no cura el covid",fake
"Colombia sí fue portada del NYT,  pero no ‘por la pobreza que ha traído Duque al país’",fake
"Es falso que el shopping Unicenter está en crisis, como se afirma en un video viral;  lo que se ve es un local en remodelación",fake
"Es verdadero que en la Argentina se pide separar la basura domiciliaria de pacientes con COVID-19,  pero no marcándola con rojo",fake
Son falsas las declaraciones de Raúl Rizzo sobre el fallecimiento de Solange Musse,fake
"Las afirmaciones falsas de Miguel Bosé sobre la Fundación Gates,  los microchips y la red 5G",fake
"No,  esta persona no huye del hospital porque lo van a ingresar por COVID-19 tras ir a que le curen una mano: son imágenes de 2019 de un presunto reo que intenta escapar",fake
Coronavirus: ¿de dónde surge el dato de Fernández de que la Argentina es uno de los 5 países que más preservó el empleo durante la pandemia?,fake
"No, en el edificio de la Fundación Bill y Melinda Gates que muestra esta foto no está la inscripción ""centro para la reducción global de la población humana""",fake
"No,  esta foto no es de una playa del Algarve en Portugal ni los compartimentos se han instalado para cumplir con el distanciamiento social: es de un hotel de Turquía",fake
Duque no aprobó plataforma bitcoin ‘para que los ciudadanos generen ingresos durante el virus’,fake
"En Filadelfia en 1918 no hubo protestas contra la cuarentena,  pero sí un desfile que elevó los contagios de gripe española",fake
"No,  la CABA no es la ciudad con mayor cantidad de muertos por millón de habitantes del mundo por coronavirus",fake
"No se puede saber si COVID es 9 veces más virulento en Medellín,  como aseguró Quintero",fake
"Este policía de la CDMX ni murió ni fue diagnosticado con COVID-19,  se insoló",fake
El Presidente de El Salvador no dio este mensaje a los presos en tiempos de COVID-19,fake
"No,  no se incendiaron datos del gasto COVID-19 en NL,  como dijo el senador Samuel García",fake
Detector: la UdeA no publicó un comunicado diciendo que llegaremos a tener 500 muertos por día,fake
Audio que asegura que en Pitalito se hacen visitas domiciliarias para infectar con COVID-19 incluye información falsa,fake
"¿Qué sabemos sobre el supuesto comunicado en el que se hace un ""llamamiento al sentido común"" en el desconfinamiento y se advierte sobre la ventilación asistida? No hay pruebas de que sea de un Colegio de Médicos español",fake
Es falso que La Campagnola cerró por la cuarentena: se trata de una noticia de 2019,fake
Es falsa la imagen viral de un médico fallecido por atender pacientes con coronavirus en el Hospital Llano de Corrientes,fake
"No,  Adidas no está regalando mascarillas: es una estafa de phishing",fake
"No,  el Gobierno no ha ocultado que la compra de cuatro robots para hacer PCR se haya hecho con financiación de una empresa privada: Moncloa emitió una nota de prensa y varios medios han publicado la información",fake
"Alimentarse solo con ponche e hidratarte con pepsi,  no son recomendaciones para pacientes de COVID-19",fake
¿Una profesora de Oxford descubrió la vacuna contra el COVID-19?,fake
No hay pruebas de que la voz de este vídeo que habla de teorías conspiratorias sobre el coronavirus sea del presidente de Ghana ni de que el virus haya sido creado en un laboratorio,fake
Recreación del levantamiento de un cadáver por coronavirus es mal interpretada en las redes sociales,fake
Es falso el audio que denuncia la falsificación de certificados de defunción en el Hospital de Clínicas para aumentar los muertos por coronavirus,fake
"No, la OMS no ha admitido que ""nunca hubo motivos para el confinamiento""",fake
Inhalar eucalipto no previene ni elimina el nuevo coronavirus,fake
Es falso que el presidente de Ghana se adhiera a teorías conspirativas sobre el origen de la pandemia,fake
Por qué el biomagnetismo no te va a curar ni proteger del coronavirus (ni de ninguna otra enfermedad): es una pseudoterapia,fake
Es falso el posteo del centro de virología ruso que recomienda una dieta alcalina para combatir el coronavirus,fake
"Detector: No,  estos medicamentos no previenen el Covid",fake
Detector: el presidente de Ghana no dijo que el Covid se creó en un laboratorio,fake
Luis Arce no tiene Covid-19 como lo sugirió Arturo Murillo,fake
"No,  los japoneses no están adquiriendo plantas de interior para curar males mentales causados por la pandemia",fake
Es falso el mensaje que asegura que el infectólogo Pedro Cahn no presentó “un trabajo ni fue reconocido,fake
"La cadena de mascarillas gratis para mayores de 60 años que se mueve por varias comunidades: en Madrid y Andalucía se reparten a los mayores de 65 años;  en la Comunidad Valenciana, Cataluña, Castilla y León y País Vasco no se están repartiendo de forma gratuita*",fake
No hay pruebas de que se estén dando casos de pleuresía por el uso de la mascarilla,fake
Natalia Prego Cancelo y sus afirmaciones falsas sobre las PCR y el coronavirus en este vídeo,fake
Es falso el posteo que presenta a una doctora santiagueña que lucha contra el coronavirus,fake
Es engañoso el posteo que tiene una lista recomendaciones para prevenir y tratar el nuevo coronavirus,fake
ES FALSO QUE ENFERMERAS EN RUSIA “NO UTILICEN UNIFORME” PARA ATENDER A PACIENTES COVID-19,fake
"No,  estos niños de Sierra Leona no sufren el resultado de las “pruebas de vacunación”",fake
El vídeo de médicos franceses tirando su bata en protesta por “la falsa pandemia” no tiene relación con el coronavirus,fake
¿Los medicamentos favipiravir y colchicina evitan los síntomas del COVID-19?,fake
"Detector: No,  a hoy no se ha probado que la ivermectina cure el Covid-19",fake
"Detector: No,  ser asintomático no significa ser inmune al Covid",fake
WHO has not yet declared COVID-19 endemic disease,fake
La foto de varios miembros del Gobierno sin mantener la distancia social no es de la crisis del coronavirus,fake
Cuidado: cadena que ofrece pruebas COVID gratis es una desinformación,fake
Falso: Las vacunas de Oxford no insertarán nanochips en los humanos,fake
Detector: La recomendación engañosa de Raul Salazar para el Covid,fake
Morales: “En el AMBA el 20% de los contagiados es personal de salud”,fake
"No hay pruebas para decir que se están inflando los contagiados y muertos,  como dice este video viral",fake
Detector: esta prescripción médica es engañosa. No existe un tratamiento general para el Covid,fake
Coronavirus: Receta casera de una dirigente de fútbol tarijeña se viraliza en redes,fake
Es falso que “la nueva vacuna” contra el coronavirus tiene “ARN digitalizable” que se “activa mediante el 5G” y puede reactivar el virus,fake
Grabación afirma que en el COVID-19 hay parte del virus que provoca Sida,fake
"No,  este accidente de coche no está relacionado con el uso de mascarilla por la COVID-19: es de 2019 y las mascarillas no provocan hipoxia",fake
"No,  estas imágenes no son de un operativo policial con un “falso muerto”",fake
"Es falso que en la mayor parte del territorio español ""la incidencia acumulada del virus"" sea ""inferior a la media del Reino Unido"" como dice Pedro Sánchez",fake
"Detector: Otra vez,  la mezcla de ingredientes naturales no cura el covid",fake
Detector a imagen engañosa sobre el uso de hisopos en pruebas Covid,fake
Es falso que estas imágenes sean de un pastor que pidió un cubrebocas de oro a su congregación,fake
MADONNA COMPARTIÓ DESINFORMACIÓN SOBRE LA HIDROXICLOROQUINA Y SU POST SE HIZO VIRAL,fake
"No se ha encontrado cura para COVID-19,  como dice video viral con la doctora Stella Immanuel",fake
¿Nicolás Maduro dijo que modelo 7+7 será hasta enero de 2021?,fake
El bulo que asegura que varios medios de comunicación europeos se han inventado la muerte de un niño por COVID-19,fake
"No,  la Guardia Civil no ha publicado este cartel de un supuesto inmigrante con COVID-19 huido en Calpe (Alicante): es una falsa alarma que ya ha circulado en otros lugares",fake
No hay evidencias científicas de que la vacuna contra la gripe aumente el riesgo de infección por coronavirus o de padecer un caso de COVID-19 más grave,fake
Por qué las pruebas PCR que se usan para diagnosticar la COVID-19 no son inespecíficas ni dan falsos positivos por cualquier otro virus: solo detectan el SARS-CoV-2,fake
No hay sustento científico que afirme que la barba y el bigote son lugares de reproducción del coronavirus,fake
¡DEJA DE HACER CUENTAS (Y CORAJES)! NO VAMOS A PAGAR IMPUESTOS POR TENER MASCOTAS,fake
¿Qué sabemos sobre la cadena de WhatsApp que dice que la vacuna contra la COVID-19 estará lista en septiembre de 2020?,fake
La hoja santa no cura la COVID-19 ni 'abre los pulmones',fake
Detector: La aspirina no cura el Covid-19,fake
"Detector: Otra vez,  el médico Raul Salazar aconseja medicamentos que no curan el Covid",fake
"No,  el dióxido de cloro no elimina el coronavirus del cuerpo en 48 horas como dice supuesto ingeniero químico",fake
Alcalde de Ibagué exageró el número de empleos perdidos en la ciudad,fake
Comando de la Policía no está capacitando en el uso del dióxido de cloro,fake
"Esta 'investigación covid' no es validada por la OMS,  tiene datos equivocado",fake
"Las afirmaciones falsas de la asociación negacionista ""Médicos por la verdad"" sobre el coronavirus, el uso de las mascarillas y la vacuna de la gripe",fake
Es engañoso el posteo que asegura que el humo del cigarrillo transmite el coronavirus,fake
Gobrieno Argentino quiere usar a militares para probar vacuna del virus PCCh,fake
"No,  Tasuku Honjo,  Premio Nobel de Medicina,  no dijo que el coronavirus “no es natural”",fake
Es falso que un médico del hospital Muñiz llamado “Marcos Vargas” falleció por atender pacientes con coronavirus,fake
"No,  la vacuna contra el nuevo coronavirus no existe desde 2001",fake
Kicillof: “La economía norteamericana sufrió una caída en su PBI del 33%. Es la caída más grande en los últimos 70 años”,fake
Es insostenible que 63 camas de terapia intensiva fueron ocupadas por manifestantes contagiados,fake
"No,  la foto que publicó Viviana Canosa de la Casa Rosada no es actual",fake
Es falso que “la nueva vacuna” contra el coronavirus tiene “ARN digitalizable” que se “activa mediante el 5G” y puede reactivar el virus,fake
"No,  Adidas no está regalando tapabocas",fake
"No,  foto no es de visita de Barack Obama,  Melinda Gates y Anthony Fauci a laboratorio en Wuhan",fake
"Con datos imprecisos,  un blog afirma que OMS dijo que ‘quizá no había motivos para decretar cuarenta por coronavirus’",fake
Publicación en la que se alerta que las ‘UCI y los hospitales están vacíos’ incluye información falsa,fake
Fotos de amígdalas inflamadas que circulan por Facebook no son de pacientes con COVID-19,fake
"Es falso,  los asintomáticos no comparten anticuerpos ni generan inmunidad en masa",fake
No hay cómo saber si reabrir iglesias es ‘500 veces peor’ que días sin IVA,fake
"DIPUTADA ITALIANA ACUSÓ A BILL GATES DE MUERTES POR VACUNA,  PERO LO QUE DIJO ES FALSO",fake
NO ES CIERTO QUE EL OXÍGENO PORTÁTIL DE 8L ES EFECTIVO PARA LOS PACIENTES CON CORONAVIRUS,fake
ES IMPRECISO ASEGURAR QUE HABRÁ UNA VACUNA LISTA CONTRA LA COVID-19 PARA SEPTIEMBRE DE 2020,fake
"¿Qué sabemos sobre la cadena de WhatsApp que dice que debemos evitar hacernos las pruebas de COVID-19 para impedir la vacunación masiva y, con ello, acabar todos ""enfermos y debilitados""?",fake
La teoría falsa que relaciona el 5G y los países más afectados por la COVID-19: no hay correlación entre la cobertura de la red y las víctimas de la enfermedad por países,fake
"No,  no están comenzando a colocar carteles de 'vacunación internacional' en las delegaciones del Gobierno para vacunarnos contra el coronavirus con 'ARNm sincronizado a una identidad digital'",fake
La OMS dijo que “no hay solución y quizás nunca la haya” para el coronavirus,fake
Desde ratones hasta alpacas: el aporte de los animales en la búsqueda de una vacuna,fake
"Detector: No,  no se ha probado que el interferon cure el covid",fake
Detector a publicación falsa sobre protestas en Berlín por el COVID,fake
No ha sido probada le efectividad de las recetas que comparte esta imagen,fake
Son falsas las afirmaciones de un nuevo video del grupo Médicos por la Verdad,fake
Ministerio de Educación no reanudará clases el 7 de septiembre,fake
"Es falso afirmar que en Estados Unidos admitieron que sólo un 6% de las muertes informadas fueron ""realmente"" por coronavirus",fake
Es engañosa la publicación con una ilustración del artista italiano Walter Molino,fake
"Es falsa la cadena viral que indica que una vacuna contra el COVID-19 genera un ""daño genético irreversible""",fake
Es falso que los protagonistas de la quema de barbijos en el Obelisco militan en La Cámpora,fake
"No,  no hay un plan diseñado para el COVID-19 desde 2017 en documentos del Banco Mundial",fake
Es falso que el decreto que establece la cuarentena fuera planeado para durar 1 año,fake
"Pichetto: ""Al año se te mueren 20 mil personas por neumonía, sin COVID""",fake
Son falsas las declaraciones de la doctora Madrid sobre la vacuna contra el COVID-19,fake
"Es falso que Alberto Fernandéz dijo: ""Con Macri hubiésemos tenid0 10 mil muertos por coronavirus",fake
Es falso que el Gobierno boliviano haya publicado una receta para eliminar de forma definitiva el nuevo coronavirus,fake
Es falso que la Argentina ya tenga la vacuna contra el coronavirus,fake
"Anthony Fauci no dijo que los asintomáticos no contagian COVID-19,  este video se saco de contexto",fake
"No,  la COVID-19 no es un pretexto para vacunarnos 'con inteligencia artificial'",fake
Es falso que Gaddafi predijo la pandemia de COVID-19 en un discurso de 2009,fake
"Diosdado Cabello: ""Venezuela tiene los más bajos índices de mortalidad de COVID-19 por millón de habitantes""",fake
Forense alemán Klaus Püschel no nego que la COVID-19 puede provocar muerte,fake
No es cierto que el Gobierno quiere importar una nueva cepa de coronavirus como lo afirmó un diputado del MAS,fake
Es falso que Bolivia no gestiona el accesa a una vacuna de coronavirus,fake
No hay aviones ni planes para fumigar las ciudades,fake
"Tarija: Oliva dice que 10% de la población hizo pruebade Covid-19,  los datos no coinciden con proyección del INE",fake
"No,  la foto de Alberto Fernández en San Juan 'sin barbijo ni distanciamiento social' no es actual,  es de 2019",fake
Usar tapabocas correctamente no causa ni hipoxia ni hipercapnia ni neumonía,fake
No hay pruebas que prueben que el jarabe Supal 20 cure el coronavirus,fake
Metrosalud no está pidiendo a las farmacias de Medellin no vender vacunas contra la influenza,fake
"Falsa cadena de WhatsApp ofrece pruebas gratis de Covid-19 en Cali,  tras entregar datos personales",fake
"No,  este vídeo de una sala vacía no es una UCI de un hospital de Valencia",fake
"No hay patente en Países Bajos de una métedo para ""testear el COVID-19"" desde 2015",fake
"No, no han muerto 97 ancianos en una residencia ""madrileña"" a cause de la vacuna de la gripe que se les puso ""a principios de septiembre""",fake
No hay pruebas de que el laboratorio de Wuhan sea de Glaxo ni que esta empresa sea dueña de Pfizer,fake
Es falso que murió la enfermera que se desmayó tras ponerse la vacuna contra la COVID-19,fake
Es falso que Estados Unidos admitió que no está probada la existencia del nuevo coronavirus,fake
"Es falso que el director general de la OMS haya dicho que se viene ""otra pandemia y sera una tragedia""",fake
"No, COVID-19 no significa ""ved a una oveja rendirse"" en latín",fake
"No,  una prueba PCR mal hecha no ha perforado el cerebro a una paciente: la mujer que perdió líquido cerebral tenía un defecto previo en la base del cráneo",fake
"No,  Ecuador no encontró la cura para el COVID-19 ni 'mandó al carajo a la OMS'",fake
No hay evidencia de que 'un correcto aseo bucal' cure la COVID-19,fake
Nueva York no está 'en las mismas circunstancias' ni 'mucho peor' que Madrid,fake
"No,  la OMS no ha pedido ahora a los paises que no usen los confinamientos,  ni los ha declarado 'ilegítimos': pide que no sea el método principal pero los considera justificados para ganar tiempo",fake
"No, no hay una vacuna contra la gripe ""con coronavirus de perro"" que ""abre las puertas celulares para la COVID-19""",fake
Es falso que toda la populación tenga SARS-CoV-2 por respirar el aire de la calle,fake
No hay vacuna contra COVID-19 que sea más mortal que la enfermedad ,fake
"Existe la enfermedad X,  pero no es un nuevo virus como desinforma este video",fake
"Coronavirus: son falsas las afirmaciones de un médico ""por la verdad"" sobre el proyecto de ley de vacunas",fake
"La OMS no ha confirmado que la gripe es ""más letal"" que la COVID-19",fake
"No,  esta imagen de un maniquí en una camilla no es un montaje de la pandemia de la COVID-19,  es un simulacro de de la Marina de los Estados Unidos",fake
"No,  este vídeo de una aguja retráctil no demuestra que se está vacunando a la población con jeringuillas falsas",fake
La revista científica The Lancet no ha negado la pandemia de la  COVID-19,fake
Las infusiones y nebulizaciones de distintas hierbas no curan el nuevo coronavirus,fake
Las afirmaciones falsas y engañosas del médico español que llama a usar en forma experimental el dióxido de cloro,fake
"No,  Países Bajos no ha rechazado vacunar contra la COVID-19: empezarán en enero",fake
Por qué la OMS ha cambiado en su web la definición de inmunidad de rebaño frente a la COVID-19,fake
La OMS no dijo que no sabía que el confinamiento podía afectar la economía,fake
The Lancet no dijo que Colombia es uno de los países que peor trató la pandemia,fake
"Otra vez,  el covid sí se puede transmitir en ambientes cálidos",fake
"No,  con el Decreto 497 de 2020 el gobierno no ordenó cuarentena obligatoria a partir del 1 de noviembre",fake
"No ha fallecido una menor de 13 años en Portugal por una parada cardiorespiratorria ""asociada al uso de mascarilla""",fake
Es falso que la COVID-19 ya apareciera en un estudio financiado por la Comisión Europea en 2008,fake
Pfizer no ha descrito la encefalitis como efecto adverso de la vacuna contra la COVID-19,fake
"Araceli Hidalgo,  la primera vacunada en España contra la COVID-19,  no ha muerto 24 horas después: es un fotomontaje",fake
"Augosto Costa: ""Los sistemas centrales de acondicionamiento de aire son elementos demostrados de propagación del  virus",fake
